1,90,807,319,1
2,200,522,609,2
3,60,497,355,2
4,200,0,770,1
5,120,679,602,2
6,90,709,711,1
7,250,568,707,1
8,160,660,731,1
9,120,625,576,1
10,90,538,742,2
11,120,532,536,2
12,250,0,346,2
13,160,0,382,1
14,200,541,313,2
15,60,579,434,2
16,200,609,555,1
17,90,520,587,2
18,250,622,348,1
19,250,705,453,2
20,90,528,554,2
21,30,583,455,1
22,250,641,757,2
23,200,671,539,1
24,90,526,451,2
25,30,617,690,2
26,30,702,367,1
27,30,639,426,1
28,60,811,354,1
29,90,594,675,2
30,90,496,374,2
31,120,662,437,1
32,200,532,636,2
33,250,0,735,2
34,250,906,417,1
35,60,543,514,2
36,160,484,600,2
37,250,0,764,1
38,200,752,763,1
39,90,503,375,1
40,160,442,747,1
41,30,561,781,2
42,160,554,352,2
43,90,438,444,1
44,60,604,550,2
45,30,449,380,2
46,250,0,490,2
47,250,0,739,1
48,160,578,321,2
49,90,755,402,1
50,250,0,398,1
51,250,997,753,2
52,200,589,622,2
53,200,530,669,2
54,200,477,744,1
55,60,551,507,1
56,90,462,373,1
57,60,684,357,1
58,250,806,355,2
59,30,541,485,1
60,90,491,371,1
61,160,472,530,2
62,250,0,527,1
63,160,491,531,1
64,160,0,314,1
65,200,594,545,1
66,160,548,754,1
67,60,574,542,1
68,250,0,391,2
69,120,560,326,1
70,90,446,603,2
71,160,495,621,1
72,90,606,682,2
73,90,436,785,1
74,120,599,396,1
75,120,538,344,1
76,250,0,522,1
77,120,605,451,2
78,90,592,783,2
79,160,562,646,1
80,250,987,360,2
81,60,634,411,1
82,120,650,410,2
83,120,449,540,2
84,160,439,548,1
85,250,680,402,2
86,30,587,755,2
87,120,479,732,2
88,160,511,760,2
89,120,580,447,1
90,120,546,637,1
91,160,567,630,1
92,200,499,588,2
93,250,951,535,1
94,250,732,651,2
95,200,676,705,1
96,120,615,550,2
97,160,524,676,1
98,30,593,538,1
99,160,999,440,2
100,60,533,766,2
101,30,488,771,1
102,90,554,614,1
103,60,489,772,1
104,90,404,710,1
105,160,525,759,1
106,60,524,651,2
107,90,419,732,1
108,160,651,525,1
109,60,578,308,1
110,60,583,434,1
111,90,479,684,2
112,90,496,726,1
113,60,586,666,2
114,200,891,764,1
115,90,488,577,1
116,120,0,775,1
117,160,710,697,1
118,200,510,413,1
119,250,0,501,1
120,60,553,724,1
121,60,429,356,1
122,200,424,535,2
123,90,352,482,1
124,160,360,554,2
125,90,360,736,2
126,200,566,485,1
127,60,0,334,1
128,90,432,621,1
129,250,0,513,1
130,250,763,600,2
131,60,657,639,2
132,200,848,398,1
133,30,845,591,1
134,160,608,575,1
135,200,720,355,1
136,30,655,791,1
137,120,540,438,1
138,120,540,386,1
139,90,656,358,1
140,60,580,555,1
141,250,0,461,2
142,200,730,555,1
143,200,703,673,1
144,250,982,771,1
145,250,759,404,2
146,160,459,558,1
147,60,566,661,1
148,30,694,535,2
149,30,698,578,1
150,60,564,649,2
151,60,504,339,1
152,160,690,722,2
153,30,631,438,1
154,200,598,712,1
155,60,541,423,2
156,30,561,623,2
157,60,585,382,1
158,160,569,373,2
159,90,500,552,2
160,30,721,799,1
161,90,471,466,1
162,60,569,342,1
163,250,0,339,1
164,30,645,380,1
165,250,778,380,1
166,60,555,634,1
167,90,516,468,1
168,90,537,534,2
169,200,564,392,2
170,30,564,363,1
171,60,493,542,1
172,160,627,324,2
173,30,751,689,1
174,90,658,425,1
175,120,577,427,2
176,160,620,726,1
177,160,600,554,2
178,60,656,471,2
179,160,611,383,1
180,160,668,375,1
181,250,0,372,1
182,120,638,782,2
183,60,688,653,1
184,160,549,476,1
185,120,559,478,1
186,250,584,472,1
187,30,616,379,2
188,120,536,661,1
189,60,761,485,2
190,60,648,632,1
191,60,637,559,2
192,200,695,733,1
193,200,667,719,1
194,120,563,571,2
195,160,592,676,1
196,250,892,420,2
197,160,553,551,1
198,160,509,607,1
199,160,630,787,1
200,250,787,660,1
201,60,702,553,1
202,160,662,350,1
203,160,599,654,2
204,60,549,374,1
205,60,666,618,1
206,120,524,710,1
207,60,488,624,1
208,120,842,328,1
209,250,904,753,1
210,250,631,717,1
211,160,648,492,1
212,250,730,532,2
213,120,504,685,1
214,60,647,325,1
215,200,739,658,1
216,30,965,386,2
217,60,620,766,1
218,30,738,397,1
219,200,629,493,1
