1,30,346,460,2
2,250,0,762,2
3,160,359,521,1
4,30,367,535,2
5,250,0,455,1
6,60,328,393,1
7,90,300,685,1
8,120,366,300,2
9,90,541,413,2
10,120,329,484,1
11,160,352,445,1
12,120,365,614,2
13,90,349,540,2
14,120,296,494,1
15,60,306,362,1
16,250,0,431,2
17,30,310,379,1
18,60,376,333,1
19,250,0,648,2
20,120,320,653,1
21,200,444,739,2
22,250,675,633,1
23,60,341,713,1
24,250,487,724,1
25,60,358,665,1
26,30,403,748,2
27,200,424,317,1
28,60,319,611,2
29,200,372,397,1
30,200,512,395,2
31,200,505,304,1
32,120,314,795,1
33,250,597,448,1
34,90,386,441,1
35,90,371,757,1
36,200,417,441,1
37,200,435,679,1
38,250,717,332,1
39,60,592,761,2
40,250,641,660,1
41,90,0,602,2
42,60,331,761,1
43,90,355,408,1
44,90,345,720,1
45,120,445,581,1
46,90,377,671,1
47,200,453,499,2
48,60,365,719,1
49,60,413,549,2
50,250,602,362,1
51,250,381,788,1
52,160,400,495,2
53,120,337,564,1
54,90,433,345,1
55,160,387,631,2
56,60,382,746,2
57,60,377,460,1
58,60,349,628,2
59,60,330,551,1
60,30,301,723,1
61,90,289,696,1
62,30,300,582,1
63,160,369,354,1
64,200,491,331,1
65,250,571,584,1
66,30,364,495,1
67,250,355,418,1
68,200,387,798,2
69,200,570,779,2
70,60,524,675,1
71,90,375,747,2
72,250,631,381,2
73,250,425,652,1
74,160,444,771,1
75,200,633,528,2
76,60,384,425,2
77,90,0,555,1
78,250,0,414,1
79,60,481,563,2
80,90,312,657,1
81,90,309,602,1
82,250,593,598,1
83,30,326,467,1
84,90,311,682,1
85,60,379,769,2
86,90,0,694,1
87,90,330,761,2
88,160,520,642,2
89,90,364,690,2
90,90,380,693,1
91,160,397,693,1
92,250,580,586,1
93,90,305,675,1
94,200,549,571,1
95,250,0,736,2
96,120,451,363,2
97,120,337,424,1
98,90,298,647,1
99,250,590,724,2
100,160,338,733,1
101,30,350,632,1
102,90,277,600,1
103,200,509,758,1
104,30,399,572,2
105,120,372,590,2
106,160,329,631,1
107,60,371,392,1
108,90,372,343,1
109,200,447,403,1
110,30,364,379,1
111,60,308,714,1
112,160,0,477,1
113,200,367,738,1
114,120,316,548,1
115,250,761,535,2
116,120,399,467,2
117,60,379,666,1
118,160,337,723,2
119,200,619,342,1
120,250,0,490,2
121,90,383,435,1
122,30,424,772,1
123,120,542,313,1
124,250,0,400,1
125,60,346,470,1
126,60,404,324,1
127,200,405,433,2
128,90,312,632,1
129,250,476,745,1
130,160,339,530,1
131,250,461,681,1
132,30,340,386,1
133,200,403,525,1
134,250,492,366,1
135,30,326,670,1
136,30,388,738,2
137,200,464,780,1
138,160,681,547,1
139,90,382,579,1
140,90,398,460,2
141,90,319,727,1
142,30,411,321,1
143,30,331,664,1
144,250,649,747,1
145,200,785,613,1
146,250,467,420,1
147,160,443,379,2
148,250,763,680,2
149,160,383,429,1
150,30,323,463,1
151,160,324,690,1
152,160,285,426,1
153,200,513,710,2
154,160,355,393,1
155,120,322,576,1
156,30,311,423,1
157,30,398,652,1
158,60,362,331,1
159,160,399,631,1
160,250,467,673,1
161,250,489,358,1
162,160,344,410,1
163,90,339,342,1
164,250,360,676,1
165,200,372,415,1
166,30,495,349,2
167,90,308,729,1
168,60,355,653,1
169,90,318,484,1
170,90,317,580,1
171,250,0,431,1
172,120,302,755,1
173,250,654,445,1
174,120,410,620,2
175,200,453,689,1
176,120,390,463,2
177,160,405,317,2
178,30,638,365,2
179,60,303,778,1
180,250,416,471,1
181,120,352,768,2
182,90,349,440,2
183,120,324,643,1
184,250,0,384,2
185,90,338,571,1
186,60,325,741,1
187,60,394,376,2
188,60,364,320,2
189,90,312,407,1
190,60,334,400,2
191,60,335,616,2
192,120,353,325,1
193,250,542,784,1
194,60,320,673,1
195,90,317,433,1
196,120,305,650,1
197,120,365,565,2
198,160,686,396,2
199,90,347,489,1
200,250,0,785,2
201,60,0,661,2
202,90,387,543,1
203,120,448,429,2
204,30,332,769,1
205,200,341,311,1
206,90,295,739,1
207,160,353,385,1
208,120,294,743,1
209,60,298,407,1
210,250,537,432,1
211,200,541,424,2
212,200,440,729,2
213,30,356,539,1
214,160,367,448,2
215,30,410,501,2
216,90,364,617,1
